Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
58,2007-12-31,46.5697135925293,46.844700559744894,46.00356576093753,46.585891877616405,11982308
59,2008-01-01,47.427032470703125,47.863776054996016,46.37561484344457,46.812358427737465,16687746
60,2008-01-02,47.16822814941406,47.782902249932214,46.47267576230332,47.427036911339215,13437280
61,2008-01-03,49.10929489135742,49.30340360879554,46.310907744398854,46.87705561063606,31815218
62,2008-01-04,48.850486755371094,50.46805210608601,48.526973685228114,49.82102596580005,28011310
63,2008-01-07,48.446102142333984,49.562219756495736,47.92848028067048,48.54315432167763,15858063
64,2008-01-08,46.796180725097656,49.17400281267912,46.23003281795574,48.4946244465234,13282666
65,2008-01-09,46.05210876464844,47.055000455333754,45.938878279132204,46.84471777533396,13113527
66,2008-01-10,44.9521484375,47.55643110010215,44.64480928750281,46.26237891135868,18023003
67,2008-01-11,45.631534576416016,46.068278142952465,43.8360342224167,45.56683020065977,11629440
68,2008-01-14,46.32708740234375,46.81235706230868,44.984508887359596,45.71241337730698,10264240
69,2008-01-15,44.919803619384766,47.26527359600053,44.547764431713915,47.07116924620861,11558334
70,2008-01-16,43.99779510498047,44.9683345092994,42.88167742277033,44.596295281896026,14834065
71,2008-01-17,45.17863082885742,46.18152263005387,43.22137332905351,44.15956073484556,16169395
72,2008-01-18,43.07579040527344,44.855112821006905,42.70374675345938,44.80658233568983,13254156
73,2008-01-21,35.74820327758789,42.70373433448639,31.138139801726613,42.70373433448639,33202389
74,2008-01-22,32.15720748901367,33.968881582979066,25.541363363312325,32.221909665091694,58755707
75,2008-01-23,35.74820327758789,37.1231338353469,32.674829089656,32.674829089656,28425991
76,2008-01-24,35.8290901184082,38.368669222079895,34.130646081853804,37.67311682755272,29911930
77,2008-01-25,37.673118591308594,37.8510490768686,36.15260496079753,37.52753591190268,12550722
78,2008-01-28,38.07750701904297,38.368667966769344,34.13064496519897,37.155493694636284,13601109
79,2008-01-29,37.44664764404297,38.724526060374416,36.88049975618698,38.174552071286385,7679877
80,2008-01-30,35.37616729736328,37.68928509516925,34.907071545085024,37.527528544442575,9016102
81,2008-01-31,33.063053131103516,35.845267171397005,32.67483777975103,35.748212785067885,41538563
82,2008-02-01,34.21151351928711,34.45414830470153,33.32185263943422,33.62918959549984,9089201
83,2008-02-04,35.974666595458984,36.395234082236584,34.858546791522684,34.858546791522684,12009385
84,2008-02-05,37.090782165527344,37.57605178088616,35.262934158594526,36.03936466558324,14593303
85,2008-02-06,36.76726150512695,37.204004946454006,34.71295520686717,36.07170941082699,12429218
86,2008-02-07,35.036476135253906,37.51135253882172,34.81001741574167,36.26582629055914,11300078
87,2008-02-08,34.13063430786133,35.554090798435645,33.49978212816549,35.26292994162465,13514197
88,2008-02-11,31.72046661376953,34.61591062654492,31.38077741849807,34.61591062654492,15133331
89,2008-02-12,31.154315948486328,32.885111766505226,30.89550505131106,32.67482914665475,10237627
90,2008-02-13,30.701398849487305,32.10867941548859,30.07054878928235,31.704288069977277,10395753
91,2008-02-14,33.386558532714844,33.72624770896333,31.380775661138497,31.380775661138497,12514003
92,2008-02-15,34.340919494628906,34.61590647543523,32.36748893510479,33.2571498572903,12080990
93,2008-02-18,34.14682388305664,35.11736563729668,33.85566289255957,35.11736563729668,6977153
94,2008-02-19,33.774776458740234,34.84237015662831,33.51596553289408,34.76149187942412,7226542
95,2008-02-20,32.93363571166992,33.46743356380555,32.56159657948475,33.45125747241418,5604999
96,2008-02-21,33.16010665893555,33.72625467157349,32.75571522133701,33.46744371271764,3874365
97,2008-02-22,32.73953628540039,32.949818937127326,31.7204686346618,32.060157851574665,2691220
98,2008-02-25,33.0145263671875,33.41891783395015,32.22191953112554,33.127756855466686,6270186
99,2008-02-26,33.1439208984375,33.61301439047935,32.982164370563524,33.32185351789153,7139423
100,2008-02-27,35.08500289916992,36.81579661190456,33.629193996177875,33.629193996177875,43223132
101,2008-02-28,36.07171630859375,36.34670329741525,34.93942055644496,35.424690164508725,35763847
102,2008-02-29,35.554100036621094,36.55699159326838,34.971778171691724,35.84526316304955,16477462
103,2008-03-03,34.06593322753906,35.19823116437044,33.67771798306273,34.001231052453576,10049153
104,2008-03-04,33.19245147705078,34.42180169427219,32.35131873450407,34.29239733202304,11485198
105,2008-03-05,33.80712890625,33.96888546189783,32.38366990017093,33.354209234057876,8581053
106,2008-03-07,32.07632827758789,33.321854454824084,30.733747742105706,33.321854454824084,14251925
107,2008-03-10,31.962526321411133,32.19013283345243,30.12541393947643,32.12510271645255,11713659
108,2008-03-11,34.59627914428711,34.92143206915537,30.954566826779434,31.702416789908924,19665129
109,2008-03-12,33.71835708618164,35.766820370527604,33.393204253907165,35.53921382895223,12262350
110,2008-03-13,29.08492088317871,33.165590713149726,28.288297053240463,32.840437949494664,47000084
111,2008-03-14,31.08461570739746,31.214675947582073,29.296275276899312,29.89780664410763,35798540
112,2008-03-17,29.86528968811035,30.499337154247872,29.231242221972835,30.499337154247872,19211273
113,2008-03-18,30.125410079956055,30.710685468139257,29.328784082246123,29.816513204884924,12632937
114,2008-03-19,30.304250717163086,33.75086923082061,30.109158146259375,31.539829649274402,16449023
115,2008-03-24,30.596899032592773,31.442297555347018,29.930335067161675,31.442297555347018,11636914
116,2008-03-25,31.751178741455078,31.946269097687008,30.824492382831902,31.393509780737897,13232423
117,2008-03-26,31.556093215942383,32.320203345531205,31.214682260060485,31.539835131360572,11448313
118,2008-03-27,32.12510681152344,32.43400376554482,31.084618191641226,31.084618191641226,17425122
119,2008-03-28,32.190128326416016,32.43399508991712,31.344732513617103,32.27141651255533,11599511
120,2008-03-31,31.962526321411133,32.3364533530565,31.53982725328673,32.19013283345243,9914705
121,2008-04-01,32.027557373046875,32.482772615497154,31.621116373582456,32.190133772832645,6034588
122,2008-04-02,32.54780197143555,33.49074639113939,32.190133018257626,32.190133018257626,6087024
123,2008-04-03,32.28768539428711,32.7754146743176,32.0275626705874,32.629096331325236,3883474
124,2008-04-04,32.12510681152344,32.499033890834255,31.507317313648183,32.499033890834255,5906537
125,2008-04-07,31.995037078857422,32.320189814025696,31.62111011036404,32.173871524216594,4088729
126,2008-04-08,31.182161331176758,32.01130140881321,30.954554813121376,31.946269085011497,5753811
127,2008-04-09,31.263446807861328,31.539825339612435,30.90577787843831,31.279704887395713,3776374
128,2008-04-10,31.881235122680664,32.10884161329572,31.100869381976658,31.21467152474255,7075297
129,2008-04-11,32.027557373046875,32.35271017261841,31.70240457347534,32.190133772832645,4012660
130,2008-04-15,32.515289306640625,32.67786570907215,31.279708207144267,31.832467534394755,6362785
131,2008-04-16,32.07632064819336,33.068036788806275,31.946258249786784,32.84043034794826,4725794
132,2008-04-17,33.31190872192383,34.07601638672283,32.206388012198744,32.56405693109754,14831167
133,2008-04-21,33.848411560058594,34.433686999278876,33.490744828650875,33.81589760543065,7639361
134,2008-04-22,34.40116500854492,34.79135003861072,33.4907391519461,33.81589187361226,8814769
135,2008-04-23,34.43368148803711,34.840122393959426,33.97846855543734,34.46619764254411,5265604
136,2008-04-24,33.21437072753906,34.85639301961455,32.92173405195817,34.79136289227255,8801780
137,2008-04-25,33.49074935913086,33.96222050822339,33.03553408700963,33.81590217989587,4095990
138,2008-04-28,33.62080001831055,34.27110547440362,33.49073980912516,33.523253758879974,4708244
139,2008-04-29,34.092288970947266,34.417441870076125,33.65333388017384,33.81591032973827,6497143
140,2008-04-30,34.31988525390625,34.7588424179559,34.14105297715167,34.433689616462395,6331377
141,2008-05-02,34.628787994384766,35.60424656266784,34.56375565909875,34.840136468812524,5658418
142,2008-05-05,34.46620559692383,35.279087596371696,34.23859687301159,35.08399503447079,7642293
143,2008-05-06,34.1735725402832,34.856394417467065,33.97848215043347,34.18983062404166,5061166
144,2008-05-07,33.68584060668945,34.36866243012981,33.16559740295353,34.141055890677606,4303106
145,2008-05-08,33.27939224243164,33.62080307897742,33.08430191089353,33.42571054235604,3642073
146,2008-05-09,33.08430480957031,33.945958810794686,32.58031755004437,32.84044021996906,8621761
147,2008-05-12,33.08430480957031,33.328169399171564,32.3527088356831,33.08430480957031,4890395
148,2008-05-13,33.18185043334961,33.425715034357076,32.90547187525795,33.23062467660124,5056766
149,2008-05-14,33.23063278198242,33.409467307358,32.51529688556423,32.51529688556423,2982486
150,2008-05-15,33.24687957763672,33.62080438138234,32.51528584459092,32.51528584459092,2646760
151,2008-05-16,33.50700378417969,33.604550067199064,33.10056277583529,33.49074790791279,4422288
152,2008-05-20,33.44196701049805,33.57202943034217,33.100556190396574,33.16558850286021,3464912
153,2008-05-21,33.653316497802734,34.14104559457766,32.677858304252865,32.677858304252865,3419088
154,2008-05-22,33.1981086730957,33.36068507454434,32.840441912958845,32.840441912958845,3558000
155,2008-05-23,32.645347595214844,33.45822955878343,32.515287363077256,33.00301654121841,4417028
156,2008-05-26,32.40148162841797,32.59657417341238,30.88951991741965,30.88951991741965,2605807
157,2008-05-27,31.426015853881836,32.80791480516203,31.279697582409913,32.45024595926814,3316550
158,2008-05-28,32.58031463623047,32.775404967413536,30.987064803610863,31.539824049587764,4505700
159,2008-05-29,33.116817474365234,33.490744486896304,32.157617233669676,32.921727133338194,11026212
160,2008-05-30,32.060062408447266,33.32815920972763,31.93000221579005,33.19809681198763,4023430
161,2008-06-02,30.694425582885742,32.515281748919875,30.239210438835674,31.864974085265054,4431595
162,2008-06-03,29.556394577026367,30.56436683571511,29.280013841935634,30.239214067412288,6240766
163,2008-06-04,28.645971298217773,29.735231935815968,28.467136803960244,29.42633719396226,5762089
164,2008-06-05,28.597196578979492,28.80854723418529,27.637996204828536,28.61345466093127,9721099
165,2008-06-06,28.288305282592773,29.47511453823848,27.88186420978615,28.450881711715425,6317089
166,2008-06-09,27.898120880126953,28.58094272987731,26.662539640384512,27.963151007464173,6500809
167,2008-06-10,27.703020095825195,27.930628781782758,27.06897268300257,27.637989987730112,6717902
168,2008-06-11,27.833087921142578,28.28830097127504,27.63799535389517,27.963148162585107,2586175
169,2008-06-12,28.028179168701172,28.19075557818184,26.662537770080313,27.475419817483644,3244212
170,2008-06-13,27.849340438842773,28.255781368506277,27.556701646435148,27.979400654301823,4248430
171,2008-06-16,28.824804306030273,29.263759272844013,27.995664206381747,28.093210489590444,4354615
172,2008-06-17,29.68645668029785,29.91406319149169,28.32081540805136,29.231243657910177,4736084
173,2008-06-18,29.653942108154297,30.30424992582386,29.58891198791242,29.58891198791242,5055019
174,2008-06-19,29.01988983154297,29.588907149509502,28.548418780530202,29.068664067561468,4221271
175,2008-06-20,28.35332489013672,29.377557336524866,27.979400123967107,29.26375299634292,3837789
176,2008-06-23,27.361614227294922,28.223270482125294,27.085235666566508,28.125724199774968,4516050
177,2008-06-24,26.516220092773438,27.768059358504615,26.23983930784565,27.361616119752803,5238203
178,2008-06-25,25.784624099731445,26.321125337770102,25.199348618636105,26.01223061874531,3933879
179,2008-06-26,27.24781036376953,28.41836126855958,25.930941147151586,25.930941147151586,18253250
180,2008-06-27,26.044750213623047,26.92266472785054,25.898431862946477,26.337389120060223,6821283
181,2008-06-30,25.524507522583008,26.272359582540723,24.792913547532123,26.02849492419043,4596315
182,2008-07-01,23.71990394592285,25.52450250390835,22.809475626075027,25.52450250390835,6202295
183,2008-07-02,24.760395050048828,25.020517768852397,22.972054390264596,23.73616446329686,5245963
184,2008-07-03,24.11008644104004,24.760392056895,23.4110087860294,24.54904361377558,4726793
185,2008-07-04,24.435245513916016,24.906716765274577,23.57359123402224,23.736167679668927,4862814
186,2008-07-07,24.97174644470215,25.979721271265785,24.760397951269837,24.760397951269837,5528014
187,2008-07-08,25.70332908630371,26.337376437299444,23.08584709369172,23.08584709369172,8354280
188,2008-07-09,27.49167251586914,27.605474657170003,26.04474099077082,26.04474099077082,6860769
189,2008-07-10,28.694734573364258,29.03614537535561,26.72756014768367,27.49166993285083,7216175
190,2008-07-11,27.329092025756836,29.328780287832803,27.1177414435736,28.971113633887423,6040791
191,2008-07-14,27.345355987548828,28.32081660031426,26.662536425221663,26.662536425221663,5942149
192,2008-07-15,26.207321166992188,26.955173053567474,26.012230808592268,26.66253641342581,3693378
193,2008-07-16,25.491985321044922,26.662536286192882,25.05302815784355,26.20732104193154,6973872
194,2008-07-17,26.792591094970703,26.987683617987596,26.012225413069345,26.012225413069345,5038238
195,2008-07-18,28.288305282592773,28.515911842347695,26.48370647831458,27.280330539998772,5983177
196,2008-07-21,29.881555557250977,30.06039006998073,28.30456331556667,28.776034518156802,8754188
197,2008-07-22,31.100866317749023,31.377244813021534,29.621420966889257,29.881543589856314,12631056
198,2008-07-23,33.295658111572266,33.94596377901896,31.89750048554512,32.4827760272639,12798869
199,2008-07-24,32.12510681152344,33.913447384943524,30.12541777964175,30.12541777964175,10764301
200,2008-07-25,32.190128326416016,33.230618873065715,30.970805534326377,31.78368739571947,10710381
201,2008-07-28,31.930009841918945,32.82417994397757,31.572340919062178,32.19013028936026,5533881
202,2008-07-29,30.645647048950195,31.702393270801984,30.401782536215165,31.214664245331928,5145929
203,2008-07-30,31.930009841918945,32.19013028936026,30.922035390292272,30.922035390292272,7354746
204,2008-07-31,30.808242797851562,32.48278149652617,30.401801687263184,32.48278149652617,6006517
205,2008-08-01,31.702409744262695,31.83247220835514,29.26376334972339,30.320510120690425,4699412
206,2008-08-04,31.89749526977539,32.48277071579192,31.068355238342253,31.068355238342253,4301346
207,2008-08-05,33.32817077636719,33.57203537604548,31.70240457342837,32.027557372999425,9161115
208,2008-08-06,32.48276901245117,34.51497378435754,32.25516251901432,34.51497378435754,8616591
209,2008-08-07,32.40148162841797,33.133075364521986,31.39350715441909,31.39350715441909,4809365
210,2008-08-08,31.84872055053711,32.64534435474243,31.73491620490068,32.02755280070403,4883824
211,2008-08-11,32.141357421875,32.61282847697022,31.897492854920582,32.25516176848703,2714705
212,2008-08-12,31.588603973388672,32.51529037986886,31.344739361692163,32.35271176698753,5801276
213,2008-08-13,31.718664169311523,32.02755890264017,30.970812253563878,31.214676864889178,2754609
214,2008-08-14,30.954551696777344,31.864977677341884,30.889519379522742,31.53982491140217,2566362
215,2008-08-18,30.596899032592773,31.539841672901016,30.304262269761796,30.889535795423747,2963058
216,2008-08-19,30.027862548828125,30.726940046446455,29.4100710298071,30.548107806416027,2941144
217,2008-08-20,30.369281768798828,30.61314638735207,30.157931109669118,30.239219315853532,3319410
218,2008-08-21,30.044124603271484,30.548111849815278,29.686455665702752,30.2392149468771,4138486
219,2008-08-22,29.7352294921875,31.084614924253557,28.97112174145751,31.084614924253557,4139879
220,2008-08-25,30.060386657714844,30.466827683653147,29.849036001176714,30.466827683653147,2034227
221,2008-08-26,30.10916519165039,30.206711499927582,29.556405718191854,29.751496129662073,1489491
222,2008-08-27,29.50762176513672,30.483080117199076,29.34504537312632,30.271731689618942,4297168
223,2008-08-28,29.068666458129883,29.914062362725883,28.694739438236386,29.58890958286202,7382078
224,2008-08-29,30.27173614501953,30.385540518209936,29.458854065327408,29.58891431604464,2219080
225,2008-09-01,30.25535011291504,30.386395645678054,29.649259524861847,30.20620637178749,3417069
226,2008-09-02,31.84428596496582,31.97533148580673,30.20620362372427,30.46829688719445,5030404
227,2008-09-04,31.17267608642578,31.746004191039308,30.910582794244736,31.483910898858262,2813325
228,2008-09-05,30.48467445373535,30.82867168166324,30.14067722580746,30.795909194512742,3330688
229,2008-09-08,32.09000015258789,33.38408309009519,31.778763131417403,32.106379177459175,8377948
230,2008-09-09,32.20466232299805,32.4667555869958,31.46752626776031,32.089998047478524,3737279
231,2008-09-10,31.92618751525879,32.4667530243841,31.614950539071536,32.04085178172782,3847698
232,2008-09-11,31.074390411376953,31.778764041830588,30.828678369806347,31.778764041830588,2567354
233,2008-09-12,31.3856258392334,32.237428488875,30.87782049893893,31.287340576307276,6093354
234,2008-09-15,29.403553009033203,30.71401747003226,28.51898994221664,30.2389745472779,6770268
235,2008-09-16,29.97686767578125,30.238960894000417,27.84736388815598,28.256883847314683,4654621
236,2008-09-17,29.206979751586914,30.402777482041298,28.830219949460247,30.402777482041298,4674190
237,2008-09-18,29.141460418701172,29.71478863506948,27.04471811612698,28.8302255456019,6603710
238,2008-09-19,30.91057586669922,31.074383859876853,29.485445437338555,29.82944266736921,9821730
239,2008-09-22,30.238971710205078,33.0892334228927,29.993259646820885,31.778766863054916,4162514
240,2008-09-23,29.878585815429688,30.550199068653193,29.321639052435156,29.878585815429688,6569683
241,2008-09-24,30.566593170166016,30.894209312292922,29.58374474378528,29.976883669979742,5730103
242,2008-09-25,29.616498947143555,30.779536370128497,28.91212310588774,30.64848861692836,10926783
243,2008-09-26,29.141460418701172,29.78031363722851,28.6336572044919,29.78031363722851,4967945
244,2008-09-29,28.06031608581543,29.976868194787745,27.519748397294,29.976868194787745,7859964
245,2008-09-30,28.109472274780273,29.15784349158999,26.536914338671117,26.536914338671117,6616439
246,2008-10-01,29.043176651000977,29.321649016231895,27.896518024429568,28.469848448609763,3743739
247,2008-10-03,29.45269203186035,29.813068367716692,28.66641214839551,29.190598737372067,4681406
248,2008-10-06,28.846593856811523,29.485444566989123,28.256884654421416,29.125068325708753,5560277
249,2008-10-07,29.796682357788086,30.43553535530361,28.83021557176087,28.83021557176087,9928258
250,2008-10-08,29.567358016967773,29.813070078061415,27.552517782926664,28.79746155861428,9985473
251,2008-10-10,29.387174606323242,30.05878815201768,27.208528117532403,29.45269961315329,9025179
252,2008-10-13,29.97686767578125,30.206198408552535,29.338016983851265,29.534587452962633,6805621
253,2008-10-14,29.25612449645996,31.090775523649405,29.026793673508493,30.14068751172354,5099383
254,2008-10-15,29.010414123535156,29.632883853975294,28.699179258315088,29.092318152371437,5495022
255,2008-10-16,27.896507263183594,28.600882973191865,27.355941769599585,28.600882973191865,6651066
256,2008-10-17,25.799774169921875,28.666415003761358,25.42301432725824,28.4698466796571,5586092
257,2008-10-20,26.094621658325195,27.126613449995528,25.275581611819373,25.898053380236792,7922965
258,2008-10-21,26.307575225830078,27.68356215491758,25.55405788649049,26.35671674330916,8047276
259,2008-10-22,24.866060256958008,26.242047017044325,24.620348256164444,26.045478749482395,5408099
260,2008-10-23,23.65389060974121,24.472930927910596,23.293511981031056,24.24360008318098,6641370
261,2008-10-24,20.590673446655273,23.26074328398695,20.312198923934975,22.933127243981176,9905588
262,2008-10-27,19.00173568725586,20.31219991095784,17.03603935170289,20.213914649822478,12878172
263,2008-10-29,21.50800132751465,22.867607164405946,19.65696915114543,21.62266562190223,13094201
264,2008-10-31,22.88398551940918,23.588361332114335,21.753710635985144,22.638273491630542,8097887
265,2008-11-03,23.58835792541504,24.21082741717335,22.7693157293196,24.178064929485807,4951148
266,2008-11-04,24.620357513427734,24.816928076688466,23.146084954339337,23.260749264750565,4515828
267,2008-11-05,23.719406127929688,25.816150033491546,23.26074235712473,25.816150033491546,6145587
268,2008-11-06,22.933128356933594,24.489306844271354,22.458085520228927,23.260744412838687,4896229
269,2008-11-07,24.7186336517334,25.455769658613907,22.6055086545787,22.7693166561077,8250147
270,2008-11-10,25.275575637817383,25.848903534862696,24.718628982188065,25.488525110861953,3775177
271,2008-11-11,24.980731964111328,26.029102942127167,24.407403842500777,25.390252050976006,8900004
272,2008-11-12,23.93235969543457,25.521298583005258,23.637506110135703,25.521298583005258,5705390
273,2008-11-14,23.850452423095703,24.898825520753324,23.55559887799728,23.719406896782726,4038880
274,2008-11-17,24.833309173583984,25.652351774187448,22.605518898851415,25.652351774187448,5361538
275,2008-11-18,23.490076065063477,24.767777720167036,23.031412280363103,24.767777720167036,6392448
276,2008-11-19,22.916746139526367,24.325495428053177,22.6218903972087,23.588359404941407,5606729
277,2008-11-20,22.671039581298828,23.096938719595784,21.70457034125426,22.933130675085017,5080395
278,2008-11-21,24.112548828125,24.866066256727496,21.950281810707175,22.5236099508934,8350092
279,2008-11-24,24.7186336517334,25.111772411045358,23.490073640265884,24.833297919730768,5420119
280,2008-11-25,24.112548828125,25.275586356860515,23.915980513134393,24.980732773480238,5453771
281,2008-11-26,24.653118133544922,25.029875758961,23.670269835810238,24.374643560471213,5246053
282,2008-11-27,24.653118133544922,24.653118133544922,24.653118133544922,24.653118133544922,0
283,2008-11-28,24.25997543334961,24.735020523283637,23.29350844882184,23.915980329312863,8464961
284,2008-12-01,24.06340789794922,25.68510709009052,23.96512262713697,24.735021323079312,5733003
285,2008-12-02,23.850452423095703,24.112545697510107,23.096935092324955,23.88321491556817,5879324
286,2008-12-03,24.571210861206055,24.882445669995654,23.34265065141404,24.07978677728925,6430656
287,2008-12-04,25.750625610351562,25.881673357053423,21.786470709364973,21.786470709364973,4648185
288,2008-12-05,25.439393997192383,26.667954278287443,24.587591313584323,24.587591313584323,5338962
289,2008-12-08,25.504913330078125,26.340334652976,24.40740095997091,26.127385121671313,11709287
290,2008-12-10,25.095394134521484,26.700714072436906,24.735017821609556,26.700714072436906,11172070
291,2008-12-11,24.81692123413086,25.53767606437759,24.423780216006804,25.53767606437759,9867592
292,2008-12-12,24.04703140258789,24.3255060213042,23.522844669165146,24.21083947905884,9847702
293,2008-12-15,24.440162658691406,24.980730474184877,24.243594361793487,24.86606396798636,5741641
294,2008-12-16,25.37386703491211,25.685101810350563,23.2607419230762,24.571208228216623,9183505
295,2008-12-17,25.34111213684082,26.045488125761366,24.669498648535747,26.045488125761366,8720755
296,2008-12-18,26.094621658325195,26.373096162852505,24.767776338628096,24.767776338628096,12640018
297,2008-12-19,27.35594940185547,27.683565482531986,26.061866327540972,26.86452528084069,10050607
298,2008-12-22,27.372333526611328,27.60166436282589,26.422245459738168,26.422245459738168,6524631
299,2008-12-23,26.81537628173828,27.634416322955335,26.61880800491917,27.19213603377111,5151765
300,2008-12-24,26.356719970703125,27.17576017423621,22.114089938970757,22.114089938970757,13318746
301,2008-12-26,26.405860900878906,27.79822921559963,25.717868478443055,27.79822921559963,5480531
302,2008-12-29,26.962806701660156,27.175756234995326,25.881673345353594,26.70071343016335,3418418
303,2008-12-30,26.91366195678711,27.355944474756072,25.91443264633791,26.89728071134597,4868199
304,2008-12-31,27.24127960205078,27.650799653545082,26.635191258912304,27.650799653545082,4396180
305,2009-01-02,27.634418487548828,28.09308227963032,27.110234153183736,28.09308227963032,3976548
306,2009-01-05,27.011959075927734,28.09309286681353,26.667961657674617,28.09309286681353,4505326
307,2009-01-06,26.81537628173828,28.043938565352168,26.373095992554056,28.043938565352168,3969700
