Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8400941491127014,0.84431549864423,0.7631674989791675,0.7870899493009756,535796800
2000-01-04,0.7692660093307495,0.8302438247334538,0.7594154562540101,0.8124196704949846,512377600
2000-01-05,0.7805225849151611,0.8297745344167374,0.7730180360241728,0.7786464351670466,778321600
2000-01-06,0.7129772901535034,0.803037770348982,0.7129772901535034,0.796471272627991,767972800
2000-01-07,0.7467504739761353,0.7580081746532202,0.7167306235573667,0.7242351728249103,460734400
2000-01-10,0.7336167693138123,0.7673889238252092,0.7111014652237707,0.7655127737380701,505064000
2000-01-11,0.6960915923118591,0.745812606425364,0.6792055381830315,0.7200140492689072,441548800
2000-01-12,0.6543448567390442,0.7167306077542647,0.6491846055869582,0.7129774564274761,976068800
2000-01-13,0.7261112928390503,0.7411212435182555,0.6942152916874769,0.7091075540043966,1032684800
2000-01-14,0.7537861466407776,0.7673889491678385,0.7458125460832217,0.7505028964052263,390376000
2000-01-18,0.7800537347793579,0.7955335388434669,0.753786130219795,0.7580082821123493,459177600
2000-01-19,0.7997545003890991,0.816171545881813,0.7758320560176437,0.7927181513641851,597643200
2000-01-20,0.8518207669258118,0.911860456451047,0.8518207669258118,0.866830664256389,1831132800
2000-01-21,0.8354036808013916,0.8574491765812097,0.8269602314181055,0.8574491765812097,495924800
2000-01-24,0.7974095344543457,0.8461915821803883,0.7889660339288318,0.8138265336158961,440876800
2000-01-25,0.8424394130706787,0.8490068149693389,0.768327804226175,0.7880281060660035,497145600
2000-01-26,0.8269603848457336,0.856980285674758,0.8236771852148589,0.8255532849749379,367158400
2000-01-27,0.8255533576011658,0.8480687110661934,0.8030380542376155,0.8166408558765353,340144000
2000-01-28,0.7626985311508179,0.8321198381168553,0.7551939813219898,0.8119505369088632,423348800
2000-01-31,0.77864670753479,0.7795848077877263,0.7092254350624645,0.7580084017672164,701680000
2000-02-01,0.7523790001869202,0.7880281578648236,0.7505029001299918,0.7805227556074903,318035200
2000-02-02,0.7415903210639954,0.7664508236609773,0.7279874697751153,0.7561320740093899,464195200
2000-02-03,0.7753633260726929,0.7823996775460846,0.7523789233094257,0.7528479733264711,475193600
2000-02-04,0.8105434775352478,0.8255533795681452,0.777708521477309,0.780053721598334,425320000
2000-02-07,0.8560422658920288,0.8574494159961272,0.7950644587426746,0.8105434605981018,441067200
2000-02-08,0.8621405363082886,0.871521135304172,0.8349348352424846,0.8555731350222991,408643200
2000-02-09,0.8452535271644592,0.8790265290314296,0.8438464774079987,0.8565112278544311,299364800
2000-02-10,0.8518207669258118,0.8546349661082228,0.8255531209377914,0.8471303681531759,302982400
2000-02-11,0.8161717057228088,0.8565111533856925,0.8124194063602463,0.85275885402313,212251200
2000-02-14,0.8691760301589966,0.8696450801734503,0.8152337253510696,0.8203931252056343,367539200
2000-02-15,0.8930985927581787,0.9001349450596161,0.8644858369305652,0.864954887002809,485744000
2000-02-16,0.8565111756324768,0.8865318759802653,0.8415012763718084,0.8837168748124695,378246400
2000-02-17,0.8621405363082886,0.8668308358062302,0.8490067357657699,0.8644856860572594,289497600
2000-02-18,0.8349350094795227,0.8658929165229016,0.8321199574276728,0.8602645158696396,233441600
2000-02-22,0.8541659712791443,0.877619369495342,0.8006926762634692,0.8264912740171809,422296000
2000-02-23,0.8724590539932251,0.8930982513108536,0.8330576605530404,0.849826920696054,473099200
2000-02-24,0.8646025061607361,0.8940365197776438,0.8386870688250491,0.8804336695048346,376432000
2000-02-25,0.8283676505088806,0.8780887130319472,0.8264915503733125,0.8616716594608737,249144000
2000-02-28,0.8499446511268616,0.8630784503649277,0.8133575029739781,0.8264913022120444,328328000
2000-02-29,0.8602641820907593,0.8799644785602466,0.8447844329514118,0.8522897324664831,368961600
2000-03-01,0.9779986143112183,0.9911324138424563,0.8893460686929909,0.8898151186472583,1077003200
2000-03-02,0.9156136512756348,0.9601744983613151,0.9057631013986264,0.9531389495798125,311259200
2000-03-03,0.9606435298919678,0.9624028932010814,0.9006038290764972,0.9371901287774994,323366400
2000-03-06,0.9432888031005859,0.9690873627772181,0.9381285500691708,0.945633953629679,210560000
2000-03-07,0.9221802353858948,0.9564222874386177,0.9090464348765569,0.9489168863937689,273011200
2000-03-08,0.9156136512756348,0.930154600407957,0.8898151026317656,0.9221801501113123,271230400
2000-03-09,0.917489767074585,0.9381280630046535,0.887469871869161,0.9071701681963777,276718400
2000-03-10,0.9437575340270996,0.9601745842075836,0.9081083321159996,0.9132685834019929,248606400
2000-03-13,0.910453736782074,0.9493860948179811,0.8968508840134728,0.9165519888770134,303956800
2000-03-14,0.857449471950531,0.9324999874738916,0.8555732716892982,0.9097501073783052,428579200
2000-03-15,0.8724590539932251,0.9024797501838325,0.8565110570252495,0.8677687554698991,443609600
2000-03-16,0.9123296141624451,0.9156136652539122,0.8593253662280387,0.8804336161417811,378100800
2000-03-17,0.9381282925605774,0.9381282925605774,0.8977887886060445,0.9015419903709719,305043200
2000-03-20,0.9231186509132385,0.9475100603128176,0.9184282496208841,0.9268717535303662,204489600
2000-03-21,1.0127098560333252,1.0263126072268027,0.9127995964626262,0.9198351463591113,524328000
2000-03-22,1.0821311473846436,1.0835390991789622,0.9873803304151808,0.9965273576406005,567996800
2000-03-23,1.0605545043945312,1.1285686510958888,1.0507039544160062,1.0657138534459043,562564800
2000-03-24,1.0408530235290527,1.0802544074004037,1.0169305829736166,1.0689967116897447,446913600
2000-03-27,1.047420620918274,1.0863529661342457,1.0272504726290372,1.0328797730058066,279182400
2000-03-28,1.0441378355026245,1.0657142412881095,1.0291270291834504,1.0300651294261682,202966400
2000-03-29,1.0202150344848633,1.0464826340734499,1.0043838717399582,1.0460136843127283,239836800
2000-03-30,0.9437575340270996,1.0333488873719927,0.9414122840882928,1.0023901853385064,414400000
2000-03-31,1.0192768573760986,1.0300646038511725,0.945633420620879,0.9564220689222588,404633600
2000-04-03,1.000514268875122,1.0469520344742822,0.971432459973203,1.0169313237072464,328563200
2000-04-04,0.9554843902587891,0.9981690505679309,0.8762125203883575,0.9953548502383812,660329600
2000-04-05,0.9784684777259827,0.997230676529527,0.9306236783619641,0.949151302084068,457665600
2000-04-06,0.9395365118980408,1.0094268882968676,0.9249947547722881,0.9803450774960292,259627200
2000-04-07,0.9887872934341431,0.9897252931674017,0.9418812945947349,0.9550150945132988,242435200
2000-04-10,0.9381282925605774,0.9962927994188157,0.936252192692873,0.9883183479008152,212262400
2000-04-11,0.896381676197052,0.9371901271182537,0.8860620755138934,0.9268714282615989,541822400
2000-04-12,0.8199240565299988,0.8930984623960939,0.7870900051492947,0.8930984623960939,941136000
2000-04-13,0.8541659712791443,0.9006037177837436,0.814295524981286,0.8368108734433579,529827200
2000-04-14,0.8396252393722534,0.8855930933432427,0.8180479363837969,0.8203931363865523,667620800
2000-04-17,0.9296854734420776,0.930154523349044,0.8185167876782887,0.8218008885490157,409561600
2000-04-18,0.9522010684013367,0.9522010684013367,0.8959127573058053,0.9268715638853025,390924800
2000-04-19,0.9090465307235718,0.9775297402231604,0.898726928858412,0.9470408864929417,520150400
2000-04-20,0.8921603560447693,0.9362521583188551,0.8785575052201253,0.928278508717218,722120000
2000-04-24,0.904356062412262,0.904356062412262,0.8612023646559515,0.863078464258405,443620800
2000-04-25,0.9629887342453003,0.9662727854108059,0.916082735859849,0.9165517858234095,391641600
2000-04-26,0.910453736782074,0.9606436972492114,0.9006039859740037,0.9503240947499669,366912000
2000-04-27,0.9512624740600586,0.9531394765045154,0.8749225240645061,0.8794959890212589,326603200
2000-04-28,0.9310924410820007,0.956891085522839,0.9104533451640751,0.9540768865314424,249580800
2000-05-01,0.9329688549041748,0.9390671057771792,0.9146757055322404,0.937190104259686,226195200
2000-05-02,0.8846551179885864,0.9475099339030214,0.8818409176698156,0.9249946279024223,236432000
2000-05-03,0.863547682762146,0.9099846390387957,0.8377491287790008,0.8926294868426324,489798400
2000-05-04,0.830712616443634,0.8649546658019607,0.8297745165390533,0.86401656589738,399515200
2000-05-05,0.8490067720413208,0.861202473124159,0.8309472444075243,0.8316507693216859,284076800
2000-05-08,0.8264913558959961,0.8532279559511079,0.8255532559474683,0.8412667306941367,184900800
2000-05-09,0.7913113832473755,0.8349349417751047,0.7870900830997319,0.8278985898038822,327140800
2000-05-10,0.7453435063362122,0.7880281648602148,0.7411213542932447,0.7809918126053917,535091200
2000-05-11,0.7716108560562134,0.7823995050849184,0.7429981099027727,0.7608222571289732,499744000
2000-05-12,0.807729184627533,0.8293056358372547,0.7862687684365656,0.7955334833040362,306913600
2000-05-15,0.7580081224441528,0.8110123203493258,0.7514407717743039,0.8110123203493258,678932800
2000-05-16,0.7931876182556152,0.8185171253032383,0.7711421633318729,0.7843928036186163,440451200
2000-05-17,0.7608224749565125,0.7781775772379168,0.7533170729716235,0.7777085271899706,398092800
2000-05-18,0.7561320066452026,0.7875589561652739,0.7551939066958768,0.7730180562404243,373777600
2000-05-19,0.7054728865623474,0.7448742829893328,0.7007816858570806,0.7448742829893328,740667200
2000-05-22,0.6749833226203918,0.7035969292219928,0.6454324676306503,0.7035969292219928,755507200
2000-05-23,0.6440252065658569,0.7007817021753202,0.6426181068491368,0.6792053047601738,517585600
2000-05-24,0.6580971479415894,0.6735760987257444,0.622917044803349,0.6468394969008215,678462400
2000-05-25,0.6549307703971863,0.6953879137541037,0.6454324321203591,0.6641954854851831,406750400
2000-05-26,0.6482465863227844,0.674514187818703,0.6398039869726616,0.6604422870753031,181148800
